album_name,artist_name,track_name,platform,Track Played Date,No of Albums,No of Artists,No of Tracks,Milliseconds Played,Avg Listening Time (min)
Abbey Road,The Beatles,Goodbye - Home Demo,android,2019-09-28 00:00:00,1,1,1,143686,2.3947666666666665
Abbey Road,The Beatles,Goodbye - Home Demo,android,2019-09-30 00:00:00,1,1,1,143706,2.3951
Abbey Road,The Beatles,Goodbye - Home Demo,android,2019-10-02 00:00:00,1,1,1,431118,2.3951
Abbey Road,The Beatles,Goodbye - Home Demo,android,2019-10-03 00:00:00,1,1,1,143706,2.3951
Abbey Road,The Beatles,Goodbye - Home Demo,android,2019-10-05 00:00:00,1,1,1,145417,0.8078722222222222
Abbey Road,The Beatles,Goodbye - Home Demo,android,2019-10-06 00:00:00,1,1,1,143706,2.3951
Abbey Road,The Beatles,Goodbye - Home Demo,android,2019-10-11 00:00:00,1,1,1,143706,2.3951
Abbey Road,The Beatles,Goodbye - Home Demo,android,2019-10-19 00:00:00,1,1,1,143706,2.3951
Abbey Road,The Beatles,Goodbye - Home Demo,android,2019-11-11 00:00:00,1,1,1,143706,2.3951
Abbey Road,The Beatles,Goodbye - Home Demo,android,2019-11-28 00:00:00,1,1,1,143706,2.3951
Abbey Road,The Beatles,Goodbye - Home Demo,android,2019-12-21 00:00:00,1,1,1,143706,2.3951
Abbey Road,The Beatles,Goodbye - Home Demo,android,2020-01-25 00:00:00,1,1,1,13434,0.2239
Abbey Road,The Beatles,Goodbye - Home Demo,android,2020-04-29 00:00:00,1,1,1,144743,1.2061916666666668
Abbey Road,The Beatles,Goodbye - Home Demo,android,2020-05-23 00:00:00,1,1,1,144634,1.2052833333333333
Abbey Road,The Beatles,Goodbye - Home Demo,android,2020-06-26 00:00:00,1,1,1,4034,0.06723333333333334
Abbey Road,The Beatles,Goodbye - Home Demo,android,2020-08-20 00:00:00,1,1,1,51179,0.8529833333333333
Abbey Road,The Beatles,Goodbye - Home Demo,android,2020-08-28 00:00:00,1,1,1,143706,2.3951
Abbey Road,The Beatles,Goodbye - Home Demo,android,2020-11-20 00:00:00,1,1,1,143706,2.3951
Abbey Road,The Beatles,Goodbye - Home Demo,android,2021-03-10 00:00:00,1,1,1,143706,2.3951
Abbey Road,The Beatles,Goodbye - Home Demo,android,2021-03-25 00:00:00,1,1,1,1457,0.024283333333333334
Abbey Road,The Beatles,Goodbye - Home Demo,android,2021-07-05 00:00:00,1,1,1,23,0.00038333333333333334
Abbey Road,The Beatles,Goodbye - Home Demo,android,2021-09-17 00:00:00,1,1,1,53077,0.8846166666666667
Abbey Road,The Beatles,Goodbye - Home Demo,android,2021-10-18 00:00:00,1,1,1,143706,2.3951
Abbey Road,The Beatles,Goodbye - Home Demo,android,2021-11-13 00:00:00,1,1,1,143706,2.3951
Abbey Road,The Beatles,Goodbye - Home Demo,android,2022-04-30 00:00:00,1,1,1,23,0.00038333333333333334
Abbey Road,The Beatles,Goodbye - Home Demo,android,2022-09-30 00:00:00,1,1,1,1301,0.021683333333333332
Abbey Road,The Beatles,Goodbye - Home Demo,cast to device,2020-03-17 00:00:00,1,1,1,287414,2.3951166666666666
Abbey Road,The Beatles,Goodbye - Home Demo,cast to device,2020-04-28 00:00:00,1,1,1,143689,2.394816666666667
Abbey Road,The Beatles,Goodbye - Home Demo,cast to device,2020-05-19 00:00:00,1,1,1,143707,2.3951166666666666
Abbey Road,The Beatles,Goodbye - Home Demo,cast to device,2020-06-03 00:00:00,1,1,1,287414,2.3951166666666666
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2016-11-30 00:00:00,1,1,1,5543,0.046191666666666666
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2016-12-01 00:00:00,1,1,1,25986,0.4331
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2016-12-06 00:00:00,1,1,1,2245,0.03741666666666667
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2016-12-17 00:00:00,1,1,1,1320,0.022
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2017-01-12 00:00:00,1,1,1,28695,0.239125
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2017-01-14 00:00:00,1,1,1,25986,0.4331
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2017-01-15 00:00:00,1,1,1,1254,0.0209
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2017-02-06 00:00:00,1,1,1,25986,0.4331
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2017-03-27 00:00:00,1,1,1,25986,0.4331
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2017-05-13 00:00:00,1,1,1,25986,0.4331
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2017-07-08 00:00:00,1,1,1,1962,0.0327
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2017-08-22 00:00:00,1,1,1,3814,0.06356666666666666
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2017-09-03 00:00:00,1,1,1,2957,0.04928333333333333
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2017-09-06 00:00:00,1,1,1,1523,0.025383333333333334
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2017-10-30 00:00:00,1,1,1,37916,0.15798333333333334
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2017-11-21 00:00:00,1,1,1,25986,0.4331
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2017-12-12 00:00:00,1,1,1,25986,0.4331
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2018-08-14 00:00:00,1,1,1,25986,0.4331
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2019-01-24 00:00:00,1,1,1,3643,0.030358333333333334
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2019-04-25 00:00:00,1,1,1,1022,0.017033333333333334
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2019-09-17 00:00:00,1,1,1,23890,0.39816666666666667
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2019-10-01 00:00:00,1,1,1,1232,0.020533333333333334
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2019-10-22 00:00:00,1,1,1,710,0.011833333333333333
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2019-11-05 00:00:00,1,1,1,25986,0.4331
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2019-11-11 00:00:00,1,1,1,1018,0.016966666666666668
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2020-02-29 00:00:00,1,1,1,1246,0.020766666666666666
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2020-06-26 00:00:00,1,1,1,25986,0.4331
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2020-11-20 00:00:00,1,1,1,0,0
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2020-12-15 00:00:00,1,1,1,663,0.01105
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2021-04-21 00:00:00,1,1,1,2031,0.03385
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2021-07-03 00:00:00,1,1,1,2733,0.04555
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2021-07-29 00:00:00,1,1,1,25986,0.4331
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2021-12-20 00:00:00,1,1,1,25986,0.4331
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2022-09-30 00:00:00,1,1,1,25986,0.4331
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2023-06-12 00:00:00,1,1,1,23,0.00038333333333333334
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2023-09-24 00:00:00,1,1,1,23,0.00038333333333333334
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2023-11-21 00:00:00,1,1,1,1846,0.030766666666666668
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2024-09-12 00:00:00,1,1,1,1826,0.030433333333333333
Abbey Road,The Beatles,Her Majesty - Remastered 2009,android,2024-11-08 00:00:00,1,1,1,25986,0.4331
Abbey Road,The Beatles,Her Majesty - Remastered 2009,cast to device,2020-04-13 00:00:00,1,1,1,51974,0.43311666666666665
Abbey Road,The Beatles,Her Majesty - Remastered 2009,iOS,2017-01-21 00:00:00,1,1,1,25986,0.4331
Abbey Road,The Beatles,Her Majesty - Remastered 2009,iOS,2017-05-31 00:00:00,1,1,1,10502,0.17503333333333335
Abbey Road,The Beatles,Her Majesty - Takes 1-3,android,2019-09-28 00:00:00,1,1,1,93946,1.5657666666666668
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2016-12-01 00:00:00,1,1,1,2281,0.038016666666666664
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2016-12-27 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2017-01-04 00:00:00,1,1,1,1664,0.027733333333333332
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2017-01-06 00:00:00,1,1,1,1040,0.017333333333333333
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2017-01-09 00:00:00,1,1,1,30981,0.51635
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2017-01-14 00:00:00,1,1,1,75139,1.2523166666666667
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2017-01-15 00:00:00,1,1,1,1005,0.01675
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2017-02-06 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2017-03-22 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2017-04-04 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2017-04-29 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2017-05-13 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2017-06-05 00:00:00,1,1,1,35291,0.5881833333333333
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2017-06-30 00:00:00,1,1,1,6397,0.10661666666666667
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2017-07-06 00:00:00,1,1,1,42047,0.7007833333333333
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2017-07-08 00:00:00,1,1,1,1653,0.02755
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2017-07-14 00:00:00,1,1,1,2271,0.03785
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2017-07-20 00:00:00,1,1,1,3005,0.050083333333333334
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2017-07-27 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2017-08-12 00:00:00,1,1,1,2547,0.04245
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2017-08-27 00:00:00,1,1,1,4862,0.08103333333333333
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2017-09-06 00:00:00,1,1,1,1058,0.017633333333333334
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2017-10-23 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2017-10-27 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2017-10-28 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2017-11-21 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2017-12-12 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2018-02-11 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2018-04-21 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2018-06-27 00:00:00,1,1,1,3366,0.0561
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2018-08-31 00:00:00,1,1,1,186998,1.5583166666666666
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2018-09-12 00:00:00,1,1,1,140780,2.3463333333333334
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2018-09-13 00:00:00,1,1,1,44954,0.7492333333333333
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2018-09-15 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2018-09-30 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2019-04-01 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2019-04-10 00:00:00,1,1,1,1026,0.0171
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2019-07-12 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2019-09-01 00:00:00,1,1,1,153778,2.5629666666666666
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2019-09-17 00:00:00,1,1,1,371466,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2019-09-18 00:00:00,1,1,1,405746,1.6906083333333333
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2019-09-19 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2019-10-01 00:00:00,1,1,1,29178,0.4863
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2019-11-05 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2019-11-14 00:00:00,1,1,1,241,0.004016666666666667
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2019-11-26 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2019-11-29 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2019-12-13 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2020-01-21 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2020-02-22 00:00:00,1,1,1,1501,0.025016666666666666
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2020-04-12 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2020-07-10 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2020-08-12 00:00:00,1,1,1,36853,0.6142166666666666
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2020-09-04 00:00:00,1,1,1,1237,0.020616666666666665
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2020-09-12 00:00:00,1,1,1,574,0.009566666666666666
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2020-11-02 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2020-11-16 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2020-11-20 00:00:00,1,1,1,2128,0.017733333333333334
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2020-11-21 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2021-02-10 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2021-02-16 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2021-04-16 00:00:00,1,1,1,340,0.005666666666666667
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2021-04-23 00:00:00,1,1,1,943,0.015716666666666667
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2021-04-28 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2021-06-06 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2021-08-11 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2021-12-06 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2021-12-18 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2022-03-22 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2022-05-08 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2022-06-13 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2022-06-29 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2022-07-01 00:00:00,1,1,1,186220,1.5518333333333334
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2022-09-30 00:00:00,1,1,1,1308,0.0218
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2022-10-25 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2023-07-27 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2023-07-30 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2023-09-29 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2023-10-02 00:00:00,1,1,1,262979,2.191491666666667
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2023-10-04 00:00:00,1,1,1,371466,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2024-09-25 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2024-09-27 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2024-10-09 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2024-10-19 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,android,2024-11-26 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,cast to device,2020-04-13 00:00:00,1,1,1,185726,3.0954333333333333
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,cast to device,2020-04-24 00:00:00,1,1,1,371468,3.0955666666666666
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,iOS,2017-01-21 00:00:00,1,1,1,25812,0.4302
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,iOS,2017-05-28 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,iOS,2017-05-31 00:00:00,1,1,1,107415,1.79025
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,mac,2024-06-12 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Remastered 2009,windows,2018-08-30 00:00:00,1,1,1,185733,3.09555
Abbey Road,The Beatles,Here Comes The Sun - Take 9,android,2019-09-28 00:00:00,1,1,1,220962,3.6827
Abbey Road,The Beatles,I Want You (She's So Heavy) - 2019 Mix,android,2023-10-04 00:00:00,1,1,1,467360,7.789333333333333
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2016-12-01 00:00:00,1,1,1,2562,0.0427
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2016-12-02 00:00:00,1,1,1,1883,0.03138333333333333
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2017-07-05 00:00:00,1,1,1,5166,0.0861
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2017-07-27 00:00:00,1,1,1,684,0.0114
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2017-09-06 00:00:00,1,1,1,1246,0.010383333333333333
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2017-09-07 00:00:00,1,1,1,2372,0.03953333333333333
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2017-10-14 00:00:00,1,1,1,2808,0.0468
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2017-10-19 00:00:00,1,1,1,3124,0.052066666666666664
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2017-10-30 00:00:00,1,1,1,162944,2.7157333333333336
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2017-11-28 00:00:00,1,1,1,467320,7.788666666666667
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2017-12-12 00:00:00,1,1,1,1183,0.019716666666666667
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2018-01-19 00:00:00,1,1,1,1725,0.02875
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2018-02-19 00:00:00,1,1,1,2089,0.03481666666666667
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2018-04-07 00:00:00,1,1,1,4814,0.08023333333333334
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2018-05-22 00:00:00,1,1,1,1631,0.027183333333333334
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2018-08-06 00:00:00,1,1,1,467320,7.788666666666667
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2018-11-05 00:00:00,1,1,1,2373,0.03955
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2018-11-30 00:00:00,1,1,1,467320,7.788666666666667
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2018-12-19 00:00:00,1,1,1,6967,0.11611666666666667
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2019-01-19 00:00:00,1,1,1,2082,0.0347
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2019-04-08 00:00:00,1,1,1,438,0.0073
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2019-07-19 00:00:00,1,1,1,27644,0.46073333333333333
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2019-09-05 00:00:00,1,1,1,467320,7.788666666666667
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2019-09-17 00:00:00,1,1,1,467320,7.788666666666667
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2019-11-05 00:00:00,1,1,1,840,0.014
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2019-12-20 00:00:00,1,1,1,752,0.012533333333333334
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2020-03-03 00:00:00,1,1,1,58013,0.9668833333333333
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2020-09-13 00:00:00,1,1,1,846,0.0141
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2020-09-23 00:00:00,1,1,1,22297,0.37161666666666665
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2020-10-11 00:00:00,1,1,1,810,0.0135
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2020-11-18 00:00:00,1,1,1,0,0
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2020-12-11 00:00:00,1,1,1,541,0.009016666666666666
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2021-07-02 00:00:00,1,1,1,1032,0.0172
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2021-07-08 00:00:00,1,1,1,34263,0.57105
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2021-09-16 00:00:00,1,1,1,943,0.015716666666666667
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2021-12-14 00:00:00,1,1,1,207566,3.459433333333333
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2021-12-18 00:00:00,1,1,1,467320,7.788666666666667
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2022-02-12 00:00:00,1,1,1,23,0.00038333333333333334
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2022-06-06 00:00:00,1,1,1,23,0.00038333333333333334
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2022-09-30 00:00:00,1,1,1,15496,0.25826666666666664
Abbey Road,The Beatles,I Want You (She's So Heavy) - Remastered 2009,android,2023-06-12 00:00:00,1,1,1,467320,7.788666666666667
Abbey Road,The Beatles,Maxwell's Silver Hammer - Remastered 2009,android,2016-12-02 00:00:00,1,1,1,2474,0.04123333333333333
Abbey Road,The Beatles,Maxwell's Silver Hammer - Remastered 2009,android,2017-03-02 00:00:00,1,1,1,30947,0.5157833333333334
Abbey Road,The Beatles,Maxwell's Silver Hammer - Remastered 2009,android,2017-06-13 00:00:00,1,1,1,207920,3.465333333333333
Abbey Road,The Beatles,Maxwell's Silver Hammer - Remastered 2009,android,2017-07-20 00:00:00,1,1,1,186300,3.105
Abbey Road,The Beatles,Maxwell's Silver Hammer - Remastered 2009,android,2017-08-15 00:00:00,1,1,1,203975,3.399583333333333
Abbey Road,The Beatles,Maxwell's Silver Hammer - Remastered 2009,android,2017-08-22 00:00:00,1,1,1,6627,0.11045
Abbey Road,The Beatles,Maxwell's Silver Hammer - Remastered 2009,android,2017-09-06 00:00:00,1,1,1,0,0
Abbey Road,The Beatles,Maxwell's Silver Hammer - Remastered 2009,android,2017-09-08 00:00:00,1,1,1,4889,0.08148333333333334
Abbey Road,The Beatles,Maxwell's Silver Hammer - Remastered 2009,android,2017-10-31 00:00:00,1,1,1,119822,1.9970333333333334
Abbey Road,The Beatles,Maxwell's Silver Hammer - Remastered 2009,android,2017-12-12 00:00:00,1,1,1,207920,3.465333333333333
Abbey Road,The Beatles,Maxwell's Silver Hammer - Remastered 2009,android,2018-02-09 00:00:00,1,1,1,126623,2.1103833333333335
Abbey Road,The Beatles,Maxwell's Silver Hammer - Remastered 2009,android,2018-03-03 00:00:00,1,1,1,2081,0.03468333333333333
Abbey Road,The Beatles,Maxwell's Silver Hammer - Remastered 2009,android,2018-09-12 00:00:00,1,1,1,207920,3.465333333333333
Abbey Road,The Beatles,Maxwell's Silver Hammer - Remastered 2009,android,2019-03-27 00:00:00,1,1,1,4907,0.08178333333333333
Abbey Road,The Beatles,Maxwell's Silver Hammer - Remastered 2009,android,2019-07-15 00:00:00,1,1,1,137801,2.296683333333333
Abbey Road,The Beatles,Maxwell's Silver Hammer - Remastered 2009,android,2019-07-31 00:00:00,1,1,1,207920,3.465333333333333
Abbey Road,The Beatles,Maxwell's Silver Hammer - Remastered 2009,android,2019-09-17 00:00:00,1,1,1,207920,3.465333333333333
Abbey Road,The Beatles,Maxwell's Silver Hammer - Remastered 2009,android,2019-09-18 00:00:00,1,1,1,2342,0.03903333333333334
